STATEFP,PLACEFP,PLACENS,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,full_fips
06,57792,02411441,1600000US0657792,0657792,Pleasanton,Pleasanton city,CA,California,25,62524282,380831,0657792
06,80238,02412090,1600000US0680238,0680238,Tracy,Tracy city,CA,California,25,67767482,351998,0680238
06,36000,02410811,1600000US0636000,0636000,Huntington Beach,Huntington Beach city,CA,California,25,69922374,3455837,0636000
06,46870,02411079,1600000US0646870,0646870,Menlo Park,Menlo Park city,CA,California,25,25873981,19152744,0646870
06,36770,02410116,1600000US0636770,0636770,Irvine,Irvine city,CA,California,25,169930356,802010,0636770
06,37692,02702867,1600000US0637692,0637692,Jurupa Valley,Jurupa Valley city,CA,California,25,111216608,1914754,0637692
06,18100,02410296,1600000US0618100,0618100,Davis,Davis city,CA,California,25,25826324,90331,0618100
06,82954,02412160,1600000US0682954,0682954,Visalia,Visalia city,CA,California,25,98390749,51434,0682954
06,85292,02412260,1600000US0685292,0685292,Whittier,Whittier city,CA,California,25,37939344,32427,0685292
06,03162,02409752,1600000US0603162,0603162,Atwater,Atwater city,CA,California,25,17008587,11735,0603162
06,69196,02411824,1600000US0669196,0669196,Santa Maria,Santa Maria city,CA,California,25,59078451,1575636,0669196
06,67056,02411811,1600000US0667056,0667056,Sanger,Sanger city,CA,California,25,14937114,0,0667056
06,15044,02410213,1600000US0615044,0615044,Compton,Compton city,CA,California,25,25971015,230555,0615044
06,16532,02410239,1600000US0616532,0616532,Costa Mesa,Costa Mesa city,CA,California,25,40937896,24554,0616532
06,78148,02412047,1600000US0678148,0678148,Temple City,Temple City city,CA,California,25,10370555,0,0678148
06,00562,02409669,1600000US0600562,0600562,Alameda,Alameda city,CA,California,25,27061952,32453610,0600562
06,20956,02410389,1600000US0620956,0620956,East Palo Alto,East Palo Alto city,CA,California,25,6547354,298782,0620956
06,14218,02409488,1600000US0614218,0614218,Clovis,Clovis city,CA,California,25,66793311,309836,0614218
06,80854,02412117,1600000US0680854,0680854,Tustin,Tustin city,CA,California,25,28808803,0,0680854
06,65070,02411780,1600000US0665070,0665070,San Carlos,San Carlos city,CA,California,25,14016664,2037,0665070
06,50916,02411238,1600000US0650916,0650916,Newark,Newark city,CA,California,25,36051024,60526,0650916
06,86832,02412321,1600000US0686832,0686832,Yorba Linda,Yorba Linda city,CA,California,25,51679911,52602,0686832
06,29504,02410591,1600000US0629504,0629504,Gilroy,Gilroy city,CA,California,25,42826753,26658,0629504
06,39220,02411596,1600000US0639220,0639220,Laguna Hills,Laguna Hills city,CA,California,25,16960505,63580,0639220
06,17946,02410293,1600000US0617946,0617946,Dana Point,Dana Point city,CA,California,25,16804059,683445,0617946
06,39892,02411613,1600000US0639892,0639892,Lakewood,Lakewood city,CA,California,25,24348922,133080,0639892
06,16742,02410251,1600000US0616742,0616742,Covina,Covina city,CA,California,25,18222856,32773,0616742
06,30014,02410601,1600000US0630014,0630014,Glendora,Glendora city,CA,California,25,50531742,400123,0630014
06,68196,02411797,1600000US0668196,0668196,San Marcos,San Marcos city,CA,California,25,63622220,52493,0668196
06,17750,02410282,1600000US0617750,0617750,Cypress,Cypress city,CA,California,25,17128118,22347,0617750
06,40340,02411581,1600000US0640340,0640340,La Puente,La Puente city,CA,California,25,9009768,1746,0640340
06,39496,02411602,1600000US0639496,0639496,Lake Forest,Lake Forest city,CA,California,25,43288926,202929,0639496
06,84550,02412236,1600000US0684550,0684550,Westminster,Westminster city,CA,California,25,25999277,0,0684550
06,23042,02410463,1600000US0623042,0623042,Eureka,Eureka city,CA,California,25,24698637,13130764,0623042
06,86972,02412325,1600000US0686972,0686972,Yuba City,Yuba City city,CA,California,25,38797488,201005,0686972
06,62896,02410998,1600000US0662896,0662896,Rosemead,Rosemead city,CA,California,25,13368558,35463,0662896
06,80000,02412087,1600000US0680000,0680000,Torrance,Torrance city,CA,California,25,53141224,10608735,0680000
06,70000,02411825,1600000US0670000,0670000,Santa Monica,Santa Monica city,CA,California,25,21782142,22696935,0670000
06,54652,02411347,1600000US0654652,0654652,Oxnard,Oxnard city,CA,California,25,68707177,32677585,0654652
06,69000,02411814,1600000US0669000,0669000,Santa Ana,Santa Ana city,CA,California,25,70905149,79932,0669000
06,48648,02411138,1600000US0648648,0648648,Monrovia,Monrovia city,CA,California,25,35306568,282054,0648648
06,03820,02409785,1600000US0603820,0603820,Banning,Banning city,CA,California,25,60183802,0,0603820
06,14274,02409495,1600000US0614274,0614274,Coalinga,Coalinga city,CA,California,25,17734580,79727,0614274
06,21782,02410409,1600000US0621782,0621782,El Centro,El Centro city,CA,California,25,31000922,45518,0621782
06,65084,02411781,1600000US0665084,0665084,San Clemente,San Clemente city,CA,California,25,47542789,1940302,0665084
06,77000,02412009,1600000US0677000,0677000,Sunnyvale,Sunnyvale city,CA,California,25,57135716,1858933,0677000
06,36546,02410106,1600000US0636546,0636546,Inglewood,Inglewood city,CA,California,25,23484484,63501,0636546
06,67042,02411787,1600000US0667042,0667042,San Gabriel,San Gabriel city,CA,California,25,10732387,1750,0667042
06,48914,02411146,1600000US0648914,0648914,Monterey Park,Monterey Park city,CA,California,25,19870660,155185,0648914
06,14890,02410200,1600000US0614890,0614890,Colton,Colton city,CA,California,25,40273862,1320788,0614890
06,83542,02412185,1600000US0683542,0683542,Wasco,Wasco city,CA,California,25,24313382,0,0683542
06,57526,02411432,1600000US0657526,0657526,Placentia,Placentia city,CA,California,25,17124978,37381,0657526
06,68378,02411805,1600000US0668378,0668378,San Ramon,San Ramon city,CA,California,25,51953239,88389,0668378
06,59587,02411517,1600000US0659587,0659587,Rancho Santa Margarita,Rancho Santa Margarita city,CA,California,25,33483307,122877,0659587
06,48256,02411123,1600000US0648256,0648256,Mission Viejo,Mission Viejo city,CA,California,25,45737609,959475,0648256
06,73906,02409994,1600000US0673906,0673906,Stanford,Stanford CDP,CA,California,57,7123691,117653,0673906
06,31596,02408344,1600000US0631596,0631596,Hacienda Heights,Hacienda Heights CDP,CA,California,57,28884485,14534,0631596
06,84780,02409548,1600000US0684780,0684780,West Rancho Dominguez,West Rancho Dominguez CDP,CA,California,57,10291799,13545,0684780
06,53448,02408979,1600000US0653448,0653448,Oildale,Oildale CDP,CA,California,57,20484547,0,0653448
06,08100,02409897,1600000US0608100,0608100,Brea,Brea city,CA,California,25,31513797,99672,0608100
06,39248,02411597,1600000US0639248,0639248,Laguna Niguel,Laguna Niguel city,CA,California,25,38165702,133550,0639248
06,39290,02411571,1600000US0639290,0639290,La Habra,La Habra city,CA,California,25,19577662,15869,0639290
06,68028,02411793,1600000US0668028,0668028,San Juan Capistrano,San Juan Capistrano city,CA,California,25,37374655,0,0668028
06,30000,02410597,1600000US0630000,0630000,Glendale,Glendale city,CA,California,25,78940374,330542,0630000
06,08954,02409939,1600000US0608954,0608954,Burbank,Burbank city,CA,California,25,44848115,94723,0608954
06,71106,02411873,1600000US0671106,0671106,Shafter,Shafter city,CA,California,25,100221604,0,0671106
06,55618,02411369,1600000US0655618,0655618,Paramount,Paramount city,CA,California,25,12242010,283684,0655618
06,07064,02407863,1600000US0607064,0607064,Bloomington,Bloomington CDP,CA,California,57,15726088,0,0607064
06,11691,02407979,1600000US0611691,0611691,Casa de Oro-Mount Helix,Casa de Oro-Mount Helix CDP,CA,California,57,17743954,0,0611691
06,24498,02408219,1600000US0624498,0624498,Florin,Florin CDP,CA,California,57,22567765,0,0624498
06,84774,02409564,1600000US0684774,0684774,West Puente Valley,West Puente Valley CDP,CA,California,57,4842002,2700,0684774
06,02210,02582934,1600000US0602210,0602210,Antelope,Antelope CDP,CA,California,57,17705728,0,0602210
06,24477,02408218,1600000US0624477,0624477,Florence-Graham,Florence-Graham CDP,CA,California,57,9089172,0,0624477
06,81638,02409392,1600000US0681638,0681638,Valinda,Valinda CDP,CA,California,57,5213065,0,0681638
06,74130,02583151,1600000US0674130,0674130,Stevenson Ranch,Stevenson Ranch CDP,CA,California,57,16607591,2399,0674130
06,08058,02409893,1600000US0608058,0608058,Brawley,Brawley city,CA,California,25,21024324,0,0608058
06,36280,02410097,1600000US0636280,0636280,Imperial,Imperial city,CA,California,25,16292294,0,0636280
06,24680,02410517,1600000US0624680,0624680,Fontana,Fontana city,CA,California,25,111552124,0,0624680
06,42370,02410857,1600000US0642370,0642370,Loma Linda,Loma Linda city,CA,California,25,22528575,2371,0642370
06,53896,02411323,1600000US0653896,0653896,Ontario,Ontario city,CA,California,25,129425158,75071,0653896
06,60466,02410931,1600000US0660466,0660466,Rialto,Rialto city,CA,California,25,62393481,0,0660466
06,81344,02412137,1600000US0681344,0681344,Upland,Upland city,CA,California,25,40363418,86983,0681344
06,87042,02412326,1600000US0687042,0687042,Yucaipa,Yucaipa city,CA,California,25,73199449,0,0687042
06,10046,02409966,1600000US0610046,0610046,Camarillo,Camarillo city,CA,California,25,50986168,42884,0610046
06,12524,02409430,1600000US0612524,0612524,Ceres,Ceres city,CA,California,25,24601754,14310,0612524
06,56112,02411383,1600000US0656112,0656112,Patterson,Patterson city,CA,California,25,20167365,222151,0656112
